origin,year,month,day,dep_time,temp,dewp,humid,wind_speed,visib
JFK,2013,11,7,800,59.0,57.02,93.13,6.90468,8.0
JFK,2013,11,7,900,59.0,57.02,93.13,8.05546,8.0
JFK,2013,11,7,1000,59.0,57.02,93.13,8.05546,10.0
JFK,2013,11,7,1100,59.0,57.02,93.13,10.35702,10.0
JFK,2013,11,7,1200,60.8,57.2,87.92,9.20624,10.0
JFK,2013,11,7,1300,62.6,57.2,82.5,12.65858,10.0
JFK,2013,11,7,1400,64.4,55.4,72.56,13.80936,10.0
JFK,2013,11,7,1500,62.6,55.4,77.29,13.80936,10.0
JFK,2013,11,7,1600,60.8,57.2,87.92,10.35702,7.0
JFK,2013,11,7,1700,60.08,57.02,89.61,4.60312,8.0
JFK,2013,11,7,1800,59.0,57.02,93.13,11.5078,8.0
JFK,2013,11,7,1900,57.2,53.6,87.74,20.71404,6.0
JFK,2013,11,7,2000,55.04,48.92,79.8,17.2617,10.0
JFK,2013,11,7,2100,53.6,48.2,81.87,20.71404,10.0
JFK,2013,11,7,2200,50.0,37.94,63.08,23.0156,10.0
JFK,2013,11,7,2300,48.92,37.04,63.39,18.41248,10.0
JFK,2013,11,8,0,46.94,30.02,51.55,23.0156,10.0
JFK,2013,11,8,100,46.04,28.94,51.03,16.11092,10.0
JFK,2013,11,8,200,46.04,28.04,49.19,11.5078,10.0
JFK,2013,11,8,300,46.04,28.94,51.03,10.35702,10.0
JFK,2013,11,8,400,44.96,28.94,53.17,16.11092,10.0
JFK,2013,11,8,500,44.96,30.02,55.56,10.35702,10.0
JFK,2013,11,8,600,44.96,30.02,55.56,9.20624,10.0
JFK,2013,11,8,700,44.96,28.94,53.17,11.5078,10.0
JFK,2013,11,8,800,44.06,28.94,55.02,16.11092,10.0
JFK,2013,11,8,900,44.06,32.0,62.3,10.35702,10.0
JFK,2013,11,8,1000,42.08,30.02,62.04,12.65858,10.0
JFK,2013,11,8,1100,41.0,30.02,64.68,12.65858,10.0
JFK,2013,11,8,1200,44.06,28.04,53.03,12.65858,10.0
JFK,2013,11,8,1300,44.96,26.06,47.23,13.80936,10.0
JFK,2013,11,8,1400,46.94,24.98,41.89,19.56326,10.0
JFK,2013,11,8,1500,48.92,24.08,37.46,18.41248,10.0
JFK,2013,11,8,1600,50.0,23.0,34.39,16.11092,10.0
JFK,2013,11,8,1700,48.92,24.08,37.46,20.71404,10.0
JFK,2013,11,8,1800,48.92,24.98,38.89,18.41248,10.0
JFK,2013,11,8,1900,50.0,21.92,32.86,19.56326,10.0
JFK,2013,11,8,2000,48.92,21.02,32.93,18.41248,10.0
JFK,2013,11,8,2100,48.02,19.94,32.53,21.86482,10.0
JFK,2013,11,8,2200,48.02,19.04,31.3,18.41248,10.0
JFK,2013,11,8,2300,46.04,23.0,39.9,16.11092,10.0
JFK,2013,11,9,0,44.06,23.0,43.02,12.65858,10.0
JFK,2013,11,9,100,44.96,21.02,38.23,12.65858,10.0
JFK,2013,11,9,200,44.06,21.92,41.1,13.80936,10.0
JFK,2013,11,9,300,44.06,21.92,41.1,17.2617,10.0
JFK,2013,11,9,400,42.98,23.0,44.83,14.96014,10.0
JFK,2013,11,9,500,42.98,24.08,46.91,12.65858,10.0
JFK,2013,11,9,600,42.08,23.0,46.41,11.5078,10.0
JFK,2013,11,9,700,41.0,26.06,54.97,10.35702,10.0
JFK,2013,11,9,800,39.92,26.06,57.33,10.35702,10.0
JFK,2013,11,9,900,39.92,26.06,57.33,10.35702,10.0
JFK,2013,11,9,1000,39.02,26.06,59.37,9.20624,10.0
JFK,2013,11,9,1100,39.02,26.96,61.63,10.35702,10.0
JFK,2013,11,9,1200,42.08,26.96,54.73,9.20624,10.0
JFK,2013,11,9,1300,44.96,26.06,47.23,11.5078,10.0
JFK,2013,11,9,1400,46.04,24.98,43.34,8.05546,10.0
JFK,2013,11,9,1500,44.96,24.98,45.15,8.05546,10.0
JFK,2013,11,9,1600,48.02,24.98,40.22,9.20624,10.0
JFK,2013,11,9,1700,48.02,21.92,35.38,9.20624,10.0
JFK,2013,11,9,1800,48.92,23.0,35.8,11.5078,10.0
JFK,2013,11,9,1900,48.92,24.08,37.46,9.20624,10.0
JFK,2013,11,9,2000,48.02,24.98,40.22,11.5078,10.0
JFK,2013,11,9,2100,48.92,26.96,42.22,12.65858,10.0
JFK,2013,11,9,2200,48.92,26.96,42.22,14.96014,10.0
JFK,2013,11,9,2300,48.92,26.96,42.22,17.2617,10.0
JFK,2013,11,10,0,48.92,28.94,45.79,13.80936,10.0
JFK,2013,11,10,100,48.92,33.08,54.15,14.96014,10.0
JFK,2013,11,10,200,48.02,33.08,56.01,14.96014,10.0
JFK,2013,11,10,300,48.02,33.98,58.07,10.35702,10.0
JFK,2013,11,10,400,48.92,35.96,60.74,14.96014,10.0
JFK,2013,11,10,500,48.02,35.96,62.82,13.80936,10.0
JFK,2013,11,10,600,48.02,35.96,62.82,10.35702,10.0
JFK,2013,11,10,700,48.02,37.04,65.56,13.80936,10.0
JFK,2013,11,10,800,48.02,35.06,60.62,12.65858,10.0
JFK,2013,11,10,900,46.04,35.96,67.69,12.65858,10.0
JFK,2013,11,10,1000,46.04,33.98,62.56,13.80936,10.0
JFK,2013,11,10,1100,44.06,33.98,67.45,10.35702,10.0
JFK,2013,11,10,1200,46.94,35.06,63.13,13.80936,10.0
JFK,2013,11,10,1300,48.92,35.96,60.74,14.96014,10.0
JFK,2013,11,10,1400,53.06,37.04,54.38,12.65858,10.0
JFK,2013,11,10,1500,60.08,33.08,36.04,14.96014,10.0
JFK,2013,11,10,1600,62.06,30.02,29.69,23.0156,10.0
JFK,2013,11,10,1700,60.98,32.0,33.42,27.61872,10.0
JFK,2013,11,10,1800,59.0,28.94,31.68,31.07106,10.0
JFK,2013,11,10,1900,51.98,37.04,56.58,25.31716,10.0
JFK,2013,11,10,2000,51.98,33.08,48.34,16.11092,10.0
JFK,2013,11,10,2100,50.0,33.08,52.02,16.11092,10.0
JFK,2013,11,10,2200,50.0,32.0,49.81,16.11092,10.0
JFK,2013,11,10,2300,51.98,28.04,39.4,20.71404,10.0
JFK,2013,11,11,0,51.98,26.06,36.31,19.56326,10.0
JFK,2013,11,11,100,51.98,26.06,36.31,18.41248,10.0
JFK,2013,11,11,200,51.98,24.98,34.72,19.56326,10.0
JFK,2013,11,11,300,50.0,24.98,37.36,19.56326,10.0
JFK,2013,11,11,400,50.0,24.98,37.36,21.86482,10.0
JFK,2013,11,11,500,48.92,26.06,40.68,17.2617,10.0
JFK,2013,11,11,600,48.02,24.98,40.22,11.5078,10.0
JFK,2013,11,11,700,46.94,24.08,40.35,17.2617,10.0
JFK,2013,11,11,800,46.04,23.0,39.9,17.2617,10.0
JFK,2013,11,11,900,44.96,23.0,41.56,14.96014,10.0
JFK,2013,11,11,1000,44.06,23.0,43.02,11.5078,10.0
JFK,2013,11,11,1100,42.98,24.98,48.7,6.90468,10.0
JFK,2013,11,11,1200,46.04,24.08,41.74,14.96014,10.0
JFK,2013,11,11,1300,46.04,24.08,41.74,11.5078,10.0
JFK,2013,11,11,1400,46.94,24.08,40.35,8.05546,10.0
JFK,2013,11,11,1500,48.92,24.08,37.46,11.5078,10.0
JFK,2013,11,11,1600,51.08,26.06,37.54,12.65858,10.0
JFK,2013,11,11,1700,51.98,24.98,34.72,13.80936,10.0
JFK,2013,11,11,1800,53.06,26.96,36.22,19.56326,10.0
JFK,2013,11,11,1900,51.98,28.94,40.88,14.96014,10.0
JFK,2013,11,11,2000,51.98,30.02,42.72,10.35702,10.0
JFK,2013,11,11,2100,53.06,28.94,39.28,14.96014,10.0
JFK,2013,11,11,2200,53.06,30.02,41.05,16.11092,10.0
JFK,2013,11,11,2300,53.06,30.92,42.58,17.2617,10.0
JFK,2013,11,12,0,51.98,30.92,44.31,14.96014,10.0
JFK,2013,11,12,100,51.98,32.0,46.28,14.96014,10.0
JFK,2013,11,12,200,51.08,32.0,47.85,9.20624,10.0
JFK,2013,11,12,300,51.98,33.08,48.34,12.65858,10.0
JFK,2013,11,12,400,51.98,35.06,52.32,14.96014,10.0
JFK,2013,11,12,500,51.98,35.06,52.32,16.11092,10.0
JFK,2013,11,12,600,51.08,35.06,54.09,13.80936,10.0
JFK,2013,11,12,700,51.08,37.04,58.49,11.5078,10.0
JFK,2013,11,12,800,50.0,37.04,60.89,10.35702,10.0
JFK,2013,11,12,900,51.08,32.0,47.85,12.65858,10.0
JFK,2013,11,12,1000,44.06,33.08,65.07,23.0156,10.0
JFK,2013,11,12,1100,39.2,33.8,80.79,28.7695,10.0
JFK,2013,11,12,1200,37.4,33.8,86.69,25.31716,7.0
JFK,2013,11,12,1300,35.6,30.2,80.51,21.86482,2.5
JFK,2013,11,12,1400,33.8,30.2,86.49,14.96014,2.0
JFK,2013,11,12,1500,33.8,30.2,86.49,9.20624,5.0
JFK,2013,11,12,1600,37.94,24.98,59.22,18.41248,10.0
JFK,2013,11,12,1700,37.94,19.94,47.89,17.2617,10.0
JFK,2013,11,12,1800,37.94,17.06,42.32,18.41248,10.0
JFK,2013,11,12,1900,37.04,15.98,41.84,17.2617,10.0
JFK,2013,11,12,2000,37.04,15.08,40.24,17.2617,10.0
JFK,2013,11,12,2100,37.04,15.08,40.24,16.11092,10.0
JFK,2013,11,12,2200,37.04,14.0,38.38,20.71404,10.0
JFK,2013,11,12,2300,35.96,14.0,40.05,20.71404,10.0
JFK,2013,11,13,0,35.06,12.92,39.58,17.2617,10.0
JFK,2013,11,13,100,33.98,14.0,43.33,17.2617,10.0
JFK,2013,11,13,200,33.08,15.08,47.1,18.41248,10.0
JFK,2013,11,13,300,33.08,15.08,47.1,19.56326,10.0
JFK,2013,11,13,400,32.0,15.98,51.15,18.41248,10.0
JFK,2013,11,13,500,30.92,15.98,53.44,13.80936,10.0
JFK,2013,11,13,600,30.92,15.98,53.44,17.2617,10.0
JFK,2013,11,13,700,30.02,15.98,55.42,13.80936,10.0
JFK,2013,11,13,800,30.02,15.98,55.42,12.65858,10.0
JFK,2013,11,13,900,30.02,14.0,50.84,17.2617,10.0
JFK,2013,11,13,1000,28.94,12.92,50.66,16.11092,10.0
JFK,2013,11,13,1100,28.94,12.02,48.69,12.65858,10.0
JFK,2013,11,13,1200,30.92,12.02,44.92,17.2617,10.0
JFK,2013,11,13,1300,32.0,10.94,40.99,16.11092,10.0
JFK,2013,11,13,1400,33.98,12.02,39.72,16.11092,10.0
JFK,2013,11,13,1500,35.96,12.02,36.71,16.11092,10.0
JFK,2013,11,13,1600,37.04,10.94,33.53,17.2617,10.0
JFK,2013,11,13,1700,39.02,8.96,28.4,11.5078,10.0
JFK,2013,11,13,1800,39.92,8.06,26.33,14.96014,10.0
JFK,2013,11,13,1900,39.92,6.98,25.07,12.65858,10.0
JFK,2013,11,13,2000,39.02,6.98,25.97,13.80936,10.0
JFK,2013,11,13,2100,37.94,10.04,31.09,11.5078,10.0
JFK,2013,11,13,2200,37.94,10.94,32.36,13.80936,10.0
JFK,2013,11,13,2300,37.04,12.02,35.17,9.20624,10.0
JFK,2013,11,14,0,37.04,14.0,38.38,8.05546,10.0
JFK,2013,11,14,100,35.96,15.98,43.67,10.35702,10.0
JFK,2013,11,14,200,35.96,17.96,47.57,9.20624,10.0
JFK,2013,11,14,300,35.96,19.04,49.83,13.80936,10.0
JFK,2013,11,14,400,35.06,21.02,56.18,11.5078,10.0
JFK,2013,11,14,500,35.96,19.94,51.78,13.80936,10.0
JFK,2013,11,14,600,35.96,21.02,54.21,13.80936,10.0
JFK,2013,11,14,700,35.96,23.0,58.94,17.2617,10.0
JFK,2013,11,14,800,35.96,21.02,54.21,19.56326,10.0
JFK,2013,11,14,900,35.06,19.94,53.66,17.2617,10.0
JFK,2013,11,14,1000,35.06,19.94,53.66,10.35702,10.0
JFK,2013,11,14,1100,33.98,19.94,56.02,19.56326,10.0
JFK,2013,11,14,1200,35.96,19.94,51.78,19.56326,10.0
JFK,2013,11,14,1300,39.02,19.94,45.91,19.56326,10.0
JFK,2013,11,14,1400,42.98,17.96,36.18,19.56326,10.0
JFK,2013,11,14,1500,46.04,17.06,30.97,18.41248,10.0
JFK,2013,11,14,1600,48.02,17.96,29.88,18.41248,10.0
JFK,2013,11,14,1700,50.0,17.06,26.7,17.2617,10.0
JFK,2013,11,14,1800,51.98,15.98,23.68,18.41248,10.0
JFK,2013,11,14,1900,53.06,15.08,21.88,17.2617,10.0
JFK,2013,11,14,2000,51.08,21.92,31.57,13.80936,10.0
JFK,2013,11,14,2100,48.92,24.08,37.46,14.96014,10.0
JFK,2013,11,14,2200,48.92,26.06,40.68,14.96014,10.0
JFK,2013,11,14,2300,48.92,23.0,35.8,11.5078,10.0
JFK,2013,11,15,0,46.94,19.04,32.6,12.65858,10.0
JFK,2013,11,15,100,46.04,21.92,38.12,11.5078,10.0
JFK,2013,11,15,200,44.96,23.0,41.56,8.05546,10.0
JFK,2013,11,15,300,44.06,24.08,45.01,11.5078,10.0
JFK,2013,11,15,400,42.08,26.96,54.73,9.20624,10.0
JFK,2013,11,15,500,39.02,28.04,64.43,9.20624,10.0
JFK,2013,11,15,600,37.94,28.04,67.21,5.7539,10.0
JFK,2013,11,15,700,39.92,28.94,64.54,10.35702,10.0
JFK,2013,11,15,800,37.04,28.04,69.63,8.05546,10.0
JFK,2013,11,15,900,37.94,30.92,75.58,6.90468,10.0
JFK,2013,11,15,1000,39.02,32.0,75.69,8.05546,10.0
JFK,2013,11,15,1100,37.94,32.0,78.96,6.90468,10.0
JFK,2013,11,15,1200,44.06,35.96,72.98,5.7539,10.0
JFK,2013,11,15,1300,46.04,35.06,65.32,8.05546,10.0
JFK,2013,11,15,1400,46.94,35.96,65.43,12.65858,10.0
JFK,2013,11,15,1500,50.0,35.06,56.3,8.05546,10.0
JFK,2013,11,15,1600,51.98,33.98,50.11,6.90468,10.0
JFK,2013,11,15,1700,51.08,33.98,51.81,6.90468,10.0
JFK,2013,11,15,1800,51.98,37.04,56.58,6.90468,10.0
JFK,2013,11,15,1900,53.06,39.02,58.77,6.90468,10.0
JFK,2013,11,15,2000,51.98,39.92,63.33,8.05546,10.0
JFK,2013,11,15,2100,50.0,39.92,68.15,8.05546,10.0
JFK,2013,11,15,2200,48.02,42.08,79.79,9.20624,10.0
JFK,2013,11,15,2300,46.04,41.0,82.45,9.20624,10.0
JFK,2013,11,16,0,44.96,37.94,76.25,8.05546,10.0
JFK,2013,11,16,100,48.02,35.96,62.82,9.20624,10.0
JFK,2013,11,16,200,46.94,37.04,68.28,9.20624,10.0
JFK,2013,11,16,300,46.04,35.96,67.69,9.20624,10.0
JFK,2013,11,16,400,46.04,35.96,67.69,11.5078,10.0
JFK,2013,11,16,500,46.94,35.96,65.43,10.35702,10.0
JFK,2013,11,16,600,46.04,35.06,65.32,8.05546,10.0
JFK,2013,11,16,700,48.92,33.08,54.15,8.05546,10.0
JFK,2013,11,16,800,48.92,33.08,54.15,3.45234,10.0
JFK,2013,11,16,900,48.02,35.06,60.62,3.45234,10.0
JFK,2013,11,16,1000,46.94,37.04,68.28,4.60312,10.0
JFK,2013,11,16,1100,46.04,37.94,73.18,6.90468,7.0
JFK,2013,11,16,1200,46.94,41.0,79.7,0.0,9.0
JFK,2013,11,16,1300,48.92,44.06,83.23,0.0,10.0
JFK,2013,11,16,1400,51.08,44.96,79.48,0.0,10.0
JFK,2013,11,16,1500,53.96,46.04,74.48,5.7539,10.0
JFK,2013,11,16,1600,55.04,44.96,68.73,6.90468,10.0
JFK,2013,11,16,1700,55.04,44.96,68.73,9.20624,10.0
JFK,2013,11,16,1800,55.04,46.04,71.6,9.20624,10.0
JFK,2013,11,16,1900,53.96,46.04,74.48,10.35702,10.0
JFK,2013,11,16,2000,53.06,46.94,79.64,10.35702,10.0
JFK,2013,11,16,2100,51.08,46.04,82.81,5.7539,10.0
JFK,2013,11,16,2200,51.08,46.04,82.81,8.05546,10.0
JFK,2013,11,16,2300,48.92,44.96,86.13,3.45234,10.0
JFK,2013,11,17,0,50.0,46.04,86.19,0.0,10.0
JFK,2013,11,17,100,44.96,42.98,92.72,0.0,5.0
JFK,2013,11,17,200,44.96,42.08,89.56,0.0,6.0
JFK,2013,11,17,300,44.96,44.06,96.63,0.0,6.0
JFK,2013,11,17,400,44.96,42.98,92.72,4.60312,6.0
JFK,2013,11,17,500,48.02,44.96,89.08,4.60312,6.0
JFK,2013,11,17,600,48.92,46.04,89.73,3.45234,5.0
JFK,2013,11,17,700,50.0,48.02,92.87,4.60312,5.0
JFK,2013,11,17,800,51.08,48.02,89.22,4.60312,5.0
JFK,2013,11,17,900,51.08,48.02,89.22,5.7539,7.0
JFK,2013,11,17,1000,51.98,48.02,86.3,5.7539,7.0
JFK,2013,11,17,1100,53.06,50.0,89.31,4.60312,8.0
JFK,2013,11,17,1200,53.6,51.8,93.6,5.7539,6.0
JFK,2013,11,17,1300,55.4,51.8,87.65,5.7539,9.0
JFK,2013,11,17,1400,60.98,55.94,83.47,9.20624,10.0
JFK,2013,11,17,1500,60.08,57.02,89.61,9.20624,10.0
JFK,2013,11,17,1600,60.98,57.92,89.65,9.20624,10.0
JFK,2013,11,17,1700,60.8,57.2,87.92,6.90468,10.0
JFK,2013,11,17,1800,60.8,57.2,87.92,9.20624,0.25
JFK,2013,11,17,1900,60.8,57.2,87.92,8.05546,0.25
JFK,2013,11,17,2000,59.0,57.2,93.74,4.60312,0.25
JFK,2013,11,17,2100,59.0,57.2,93.74,5.7539,0.25
JFK,2013,11,17,2200,57.2,57.2,100.0,8.05546,0.25
JFK,2013,11,17,2300,57.2,55.4,93.69,9.20624,0.25
JFK,2013,11,18,0,55.94,55.04,96.78,4.60312,1.0
JFK,2013,11,18,100,55.4,53.6,93.65,9.20624,1.0
JFK,2013,11,18,200,55.94,55.04,96.78,8.05546,0.5
JFK,2013,11,18,300,57.02,55.04,93.08,9.20624,1.0
JFK,2013,11,18,400,57.2,55.4,93.69,9.20624,0.5
JFK,2013,11,18,500,57.02,55.94,96.17,10.35702,0.5
JFK,2013,11,18,600,57.92,57.02,96.81,18.41248,0.12
JFK,2013,11,18,700,57.92,57.02,96.81,25.31716,0.12
JFK,2013,11,18,800,59.0,57.02,93.13,26.46794,0.12
JFK,2013,11,18,900,57.92,57.02,96.81,23.0156,1.0
JFK,2013,11,18,1000,59.0,57.2,93.74,23.0156,10.0
JFK,2013,11,18,1100,57.02,51.08,80.49,11.5078,10.0
JFK,2013,11,18,1200,57.02,48.02,71.81,10.35702,10.0
JFK,2013,11,18,1300,57.92,48.02,69.52,14.96014,10.0
JFK,2013,11,18,1400,60.08,44.96,57.33,12.65858,10.0
JFK,2013,11,18,1500,64.04,37.04,36.68,19.56326,10.0
JFK,2013,11,18,1600,66.02,39.02,37.0,18.41248,10.0
JFK,2013,11,18,1700,66.02,33.08,29.25,20.71404,10.0
JFK,2013,11,18,1800,66.02,33.08,29.25,17.2617,10.0
JFK,2013,11,18,1900,64.94,33.98,31.48,14.96014,10.0
JFK,2013,11,18,2000,62.96,32.0,31.17,11.5078,10.0
JFK,2013,11,18,2100,55.94,37.04,48.95,8.05546,10.0
JFK,2013,11,18,2200,59.0,32.0,35.87,16.11092,10.0
JFK,2013,11,18,2300,60.08,28.04,29.38,13.80936,10.0
JFK,2013,11,19,0,57.92,28.04,31.74,12.65858,10.0
JFK,2013,11,19,100,57.92,26.06,29.25,17.2617,10.0
JFK,2013,11,19,200,55.94,21.02,25.43,18.41248,10.0
JFK,2013,11,19,300,53.96,23.0,29.72,16.11092,10.0
JFK,2013,11,19,400,53.06,26.96,36.22,18.41248,10.0
JFK,2013,11,19,500,50.0,26.96,40.55,18.41248,10.0
JFK,2013,11,19,600,50.0,24.08,35.98,17.2617,10.0
JFK,2013,11,19,700,48.92,26.96,42.22,21.86482,10.0
JFK,2013,11,19,800,46.04,23.0,39.9,26.46794,10.0
JFK,2013,11,19,900,44.96,21.92,39.72,24.16638,10.0
JFK,2013,11,19,1000,44.06,21.92,41.1,23.0156,10.0
JFK,2013,11,19,1100,44.06,21.02,39.57,17.2617,10.0
JFK,2013,11,19,1200,44.06,21.02,39.57,25.31716,10.0
JFK,2013,11,19,1300,46.04,21.92,38.12,24.16638,10.0
JFK,2013,11,19,1400,46.94,23.0,38.56,25.31716,10.0
JFK,2013,11,19,1500,48.02,23.0,37.03,23.0156,10.0
JFK,2013,11,19,1600,50.0,23.0,34.39,28.7695,10.0
JFK,2013,11,19,1700,48.92,24.08,37.46,21.86482,10.0
JFK,2013,11,19,1800,48.92,24.08,37.46,26.46794,10.0
JFK,2013,11,19,1900,48.02,23.0,37.03,27.61872,10.0
JFK,2013,11,19,2000,46.04,23.0,39.9,26.46794,10.0
JFK,2013,11,19,2100,44.06,23.0,43.02,17.2617,10.0
JFK,2013,11,19,2200,42.98,21.92,42.84,20.71404,10.0
JFK,2013,11,19,2300,41.0,21.02,44.51,20.71404,10.0
JFK,2013,11,20,0,39.92,21.02,46.41,21.86482,10.0
JFK,2013,11,20,100,39.02,19.94,45.91,19.56326,10.0
JFK,2013,11,20,200,37.94,19.94,47.89,18.41248,10.0
JFK,2013,11,20,300,37.04,21.02,51.95,6.90468,10.0
JFK,2013,11,20,400,35.96,21.92,56.32,10.35702,10.0
JFK,2013,11,20,500,35.06,21.92,58.37,10.35702,10.0
JFK,2013,11,20,600,33.98,21.92,60.93,9.20624,10.0
JFK,2013,11,20,700,33.98,19.94,56.02,13.80936,10.0
JFK,2013,11,20,800,33.98,19.04,53.91,13.80936,10.0
JFK,2013,11,20,900,33.08,17.96,53.36,11.5078,10.0
JFK,2013,11,20,1000,33.08,17.96,53.36,14.96014,10.0
JFK,2013,11,20,1100,33.08,17.06,51.33,14.96014,10.0
JFK,2013,11,20,1200,33.98,15.98,47.25,18.41248,10.0
JFK,2013,11,20,1300,35.96,15.08,41.99,18.41248,10.0
JFK,2013,11,20,1400,39.02,12.92,33.87,17.2617,10.0
JFK,2013,11,20,1500,39.92,12.92,32.7,16.11092,10.0
JFK,2013,11,20,1600,42.08,10.94,27.55,13.80936,10.0
JFK,2013,11,20,1700,44.06,8.06,22.45,13.80936,10.0
JFK,2013,11,20,1800,44.96,6.98,20.65,6.90468,10.0
JFK,2013,11,20,1900,44.96,5.0,18.87,6.90468,10.0
JFK,2013,11,20,2000,44.06,6.98,21.38,8.05546,10.0
JFK,2013,11,20,2100,39.92,8.06,26.33,5.7539,10.0
JFK,2013,11,20,2200,39.92,8.96,27.42,3.45234,10.0
JFK,2013,11,20,2300,35.96,14.0,40.05,5.7539,10.0
JFK,2013,11,21,0,35.06,15.08,43.52,4.60312,10.0
JFK,2013,11,21,100,35.06,17.06,47.42,5.7539,10.0
JFK,2013,11,21,200,33.98,19.04,53.91,5.7539,10.0
JFK,2013,11,21,300,33.08,19.94,58.08,4.60312,10.0
JFK,2013,11,21,400,32.0,19.94,60.66,6.90468,10.0
JFK,2013,11,21,500,33.08,21.02,60.81,3.45234,10.0
JFK,2013,11,21,600,33.08,19.94,58.08,4.60312,10.0
JFK,2013,11,21,700,33.98,21.02,58.66,4.60312,10.0
JFK,2013,11,21,800,32.0,21.02,63.51,4.60312,10.0
JFK,2013,11,21,900,33.08,23.0,66.11,4.60312,10.0
JFK,2013,11,21,1000,33.08,24.08,69.17,6.90468,10.0
JFK,2013,11,21,1100,37.04,24.98,61.35,9.20624,10.0
JFK,2013,11,21,1200,37.04,26.96,66.6,10.35702,10.0
JFK,2013,11,21,1300,42.98,24.98,48.7,10.35702,10.0
JFK,2013,11,21,1400,46.94,26.06,43.81,8.05546,10.0
JFK,2013,11,21,1500,48.02,28.04,45.65,3.45234,10.0
JFK,2013,11,21,1600,50.0,33.08,52.02,9.20624,10.0
JFK,2013,11,21,1700,51.08,33.98,51.81,10.35702,10.0
JFK,2013,11,21,1800,51.98,33.98,50.11,9.20624,10.0
JFK,2013,11,21,1900,50.0,35.06,56.3,10.35702,10.0
JFK,2013,11,21,2000,50.0,35.96,58.34,9.20624,10.0
JFK,2013,11,21,2100,50.0,37.94,63.08,8.05546,10.0
JFK,2013,11,21,2200,50.0,39.02,65.8,6.90468,10.0
JFK,2013,11,21,2300,51.8,39.2,61.99,8.05546,10.0
JFK,2013,11,22,0,51.8,41.0,66.48,6.90468,10.0
JFK,2013,11,22,100,51.08,42.08,71.19,0.0,10.0
JFK,2013,11,22,200,51.98,41.0,66.04,8.05546,10.0
JFK,2013,11,22,300,51.08,41.0,68.28,5.7539,10.0
JFK,2013,11,22,400,50.0,41.0,71.07,4.60312,10.0
JFK,2013,11,22,500,50.0,41.0,71.07,4.60312,10.0
JFK,2013,11,22,600,48.92,41.0,73.99,0.0,10.0
JFK,2013,11,22,700,48.2,42.8,81.47,0.0,10.0
JFK,2013,11,22,800,50.0,42.98,76.71,4.60312,10.0
JFK,2013,11,22,900,50.0,44.6,81.61,5.7539,10.0
JFK,2013,11,22,1000,51.08,46.04,82.81,5.7539,10.0
JFK,2013,11,22,1100,53.06,48.02,82.94,11.5078,10.0
JFK,2013,11,22,1200,51.8,48.2,87.47,9.20624,10.0
JFK,2013,11,22,1300,51.98,48.02,86.3,6.90468,10.0
JFK,2013,11,22,1400,51.8,48.2,87.47,9.20624,10.0
JFK,2013,11,22,1500,51.98,48.92,89.26,6.90468,5.0
JFK,2013,11,22,1600,51.8,50.0,93.55,11.5078,7.0
JFK,2013,11,22,1700,53.96,51.08,89.95,11.5078,7.0
JFK,2013,11,22,1800,55.4,50.0,81.99,9.20624,9.0
JFK,2013,11,22,1900,55.94,50.0,80.4,11.5078,10.0
JFK,2013,11,22,2000,55.94,48.92,77.23,8.05546,10.0
JFK,2013,11,22,2100,55.94,48.02,74.67,6.90468,10.0
JFK,2013,11,22,2200,53.96,48.02,80.25,9.20624,10.0
JFK,2013,11,22,2300,53.96,48.02,80.25,10.35702,10.0
JFK,2013,11,23,0,53.96,48.02,80.25,11.5078,10.0
JFK,2013,11,23,100,53.96,48.92,83.0,11.5078,10.0
JFK,2013,11,23,200,53.06,48.02,82.94,10.35702,10.0
JFK,2013,11,23,300,51.98,48.02,86.3,10.35702,10.0
JFK,2013,11,23,400,51.98,48.92,89.26,9.20624,9.0
JFK,2013,11,23,500,53.06,48.92,85.78,13.80936,10.0
JFK,2013,11,23,600,53.96,42.08,64.03,23.0156,10.0
JFK,2013,11,23,700,48.92,35.96,60.74,20.71404,10.0
JFK,2013,11,23,800,46.94,30.02,51.55,18.41248,10.0
JFK,2013,11,23,900,44.96,26.96,49.02,20.71404,10.0
JFK,2013,11,23,1000,42.08,26.96,54.73,25.31716,10.0
JFK,2013,11,23,1100,39.92,24.98,54.81,21.86482,10.0
JFK,2013,11,23,1200,41.0,24.08,50.63,19.56326,10.0
JFK,2013,11,23,1300,42.98,23.0,44.83,18.41248,10.0
JFK,2013,11,23,1400,44.06,21.02,39.57,19.56326,10.0
JFK,2013,11,23,1500,46.04,19.94,35.05,13.80936,10.0
JFK,2013,11,23,1600,48.02,19.04,31.3,13.80936,10.0
JFK,2013,11,23,1700,46.04,17.96,32.2,10.35702,10.0
JFK,2013,11,23,1800,48.02,15.08,26.38,11.5078,10.0
JFK,2013,11,23,1900,46.94,12.92,24.99,12.65858,10.0
JFK,2013,11,23,2000,46.04,14.0,27.11,16.11092,10.0
JFK,2013,11,23,2100,44.06,15.08,30.65,20.71404,10.0
JFK,2013,11,23,2200,44.06,15.98,31.87,19.56326,10.0
JFK,2013,11,23,2300,42.98,17.96,36.18,24.16638,10.0
JFK,2013,11,24,0,39.02,24.98,56.77,26.46794,7.0
JFK,2013,11,24,100,33.8,26.6,74.63,17.2617,9.0
JFK,2013,11,24,200,35.06,12.92,39.58,21.86482,10.0
JFK,2013,11,24,300,33.98,8.06,33.28,24.16638,10.0
